ticker,reason,evidence
GMUN,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GMUN' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
GPOW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GPOW' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-10"
GREI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GREI' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-10"
GRES,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-12-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GRES' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-12-12"
GRU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-02-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GRU' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-02-13"
GSFP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GSFP' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-18"
GSIG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GSIG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-30"
GSP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GSP' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-07"
GXG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GXG' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-20"
GXTG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-03-31, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GXTG' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-03-31"
HAPY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-11, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HAPY' (outcome=not_found, 20.011s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-11"
HART,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HART' (outcome=not_found, 20.011s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-19"
HCOM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HCOM' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-23"
HDAW,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-22, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HDAW' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-22"
HDRO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HDRO' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-28"
HEAT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HEAT' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-19"
HEJD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-01-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HEJD' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-01-29"
HEWC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HEWC' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-30"
HEWG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HEWG' (outcome=not_found, 20.011s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-12"
HEWU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HEWU' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-30"
HIYS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HIYS' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-20"
HJEN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HJEN' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-19"
HKND,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HKND' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-01"
HLGE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HLGE' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-23"
HOCT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HOCT' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-01"
HOM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HOM' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-12"
HSRT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HSRT' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-14"
HSUN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HSUN' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-14"
HVAL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HVAL' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-27"
HYGI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYGI' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-18"
HYLD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-08-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYLD' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-08-25"
HYLG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYLG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-14"
HYMU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-07, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYMU' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-07"
HYRM,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYRM' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
HYXU,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-31, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'HYXU' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-31"
IAUF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IAUF' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-12"
IBCE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IBCE' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IBDD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IBDD' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
IBDO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-12-15, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IBDO' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-12-15"
IBDP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-16, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'IBDP' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-16"
